Internet_Service,Online_Security,Tech_Support,Contract,Churn_Label
DSL,No,No,One year,No
Fiber optic,No,Yes,Two year,No
DSL,Yes,No,One year,No
Fiber optic,Yes,No,Month-to-month,No
Fiber optic,Yes,No,One year,No
DSL,Yes,Yes,Two year,No
Fiber optic,Yes,No,One year,No
DSL,No,Yes,Two year,No
Fiber optic,No,No,Month-to-month,No
No,No internet service,No internet service,Two year,No
No,No internet service,No internet service,Month-to-month,No
DSL,Yes,No,One year,No
Fiber optic,Yes,Yes,Month-to-month,No
No,No internet service,No internet service,One year,No
No,No internet service,No internet service,Two year,No
Fiber optic,Yes,Yes,Two year,No
DSL,Yes,Yes,Two year,No
Fiber optic,No,No,Month-to-month,No
DSL,Yes,Yes,Two year,No
DSL,Yes,No,Month-to-month,No
DSL,No,Yes,Month-to-month,No
Fiber optic,Yes,No,Month-to-month,No
Fiber optic,No,Yes,Two year,No
DSL,Yes,No,Month-to-month,No
Fiber optic,Yes,Yes,Two year,No
DSL,Yes,Yes,Two year,No
Fiber optic,No,No,One year,No
Fiber optic,No,No,Month-to-month,No
No,No internet service,No internet service,One year,No
Fiber optic,Yes,No,One year,No
DSL,Yes,Yes,Two year,No
Fiber optic,Yes,No,One year,No
DSL,Yes,Yes,One year,No
Fiber optic,No,No,Month-to-month,No
No,No internet service,No internet service,One year,No
DSL,No,No,One year,No
DSL,Yes,Yes,Two year,No
DSL,Yes,No,One year,No
Fiber optic,No,Yes,Month-to-month,No
Fiber optic,Yes,Yes,One year,No
DSL,Yes,No,One year,No
Fiber optic,No,Yes,One year,No
Fiber optic,Yes,No,One year,No
Fiber optic,No,No,One year,No
Fiber optic,No,No,One year,No
Fiber optic,No,No,One year,No
Fiber optic,No,No,One year,No
DSL,No,No,Month-to-month,No
Fiber optic,No,No,One year,No
DSL,No,No,Month-to-month,No
DSL,Yes,Yes,Two year,No
No,No internet service,No internet service,Month-to-month,No
No,No internet service,No internet service,Two year,No
Fiber optic,No,Yes,Month-to-month,No
DSL,Yes,No,Month-to-month,No
Fiber optic,Yes,No,Month-to-month,No
Fiber optic,No,No,Month-to-month,No
DSL,No,No,Month-to-month,No
No,No internet service,No internet service,Two year,No
No,No internet service,No internet service,Month-to-month,No
Fiber optic,No,No,Month-to-month,No
DSL,Yes,No,Month-to-month,No
No,No internet service,No internet service,One year,No
Fiber optic,No,No,Month-to-month,No
Fiber optic,Yes,No,Month-to-month,No
No,No internet service,No internet service,One year,No
Fiber optic,Yes,No,One year,No
Fiber optic,No,No,Month-to-month,No
DSL,Yes,No,One year,No
No,No internet service,No internet service,Two year,No
DSL,No,No,Month-to-month,No
DSL,No,No,Month-to-month,No
Fiber optic,No,No,Month-to-month,No
Fiber optic,Yes,No,Month-to-month,No
Fiber optic,Yes,No,One year,No
No,No internet service,No internet service,Two year,No
DSL,No,No,Month-to-month,No
DSL,Yes,Yes,One year,No
DSL,No,Yes,One year,No
DSL,No,No,Month-to-month,No
DSL,No,No,Month-to-month,No
Fiber optic,Yes,No,Month-to-month,No
Fiber optic,No,No,Month-to-month,No
Fiber optic,No,No,One year,No
DSL,Yes,Yes,Two year,No
DSL,Yes,No,One year,No
Fiber optic,No,Yes,One year,No
No,No internet service,No internet service,Two year,No
DSL,No,No,Month-to-month,No
Fiber optic,Yes,No,Month-to-month,No
No,No internet service,No internet service,Month-to-month,No
Fiber optic,Yes,Yes,Two year,No
DSL,No,No,Month-to-month,No
Fiber optic,No,No,Month-to-month,No
No,No internet service,No internet service,Two year,No
No,No internet service,No internet service,One year,No
No,No internet service,No internet service,Month-to-month,No
Fiber optic,Yes,Yes,Two year,No
DSL,Yes,No,Month-to-month,No
No,No internet service,No internet service,Month-to-month,No
Fiber optic,No,No,Month-to-month,No
No,No internet service,No internet service,Month-to-month,No
DSL,Yes,No,One year,No
No,No internet service,No internet service,One year,No
Fiber optic,Yes,Yes,Two year,No
Fiber optic,No,No,Month-to-month,No
DSL,No,Yes,Month-to-month,No
No,No internet service,No internet service,One year,No
No,No internet service,No internet service,One year,No
Fiber optic,No,Yes,Two year,No
Fiber optic,No,No,Month-to-month,No
DSL,No,No,One year,No
Fiber optic,Yes,Yes,Two year,No
Fiber optic,Yes,Yes,Two year,No
DSL,Yes,No,Month-to-month,No
DSL,Yes,Yes,One year,No
Fiber optic,Yes,Yes,Two year,No
Fiber optic,No,No,Month-to-month,No
DSL,Yes,Yes,Two year,No
DSL,Yes,Yes,Two year,No
Fiber optic,Yes,Yes,One year,No
DSL,Yes,Yes,Two year,No
Fiber optic,Yes,No,Two year,No
No,No internet service,No internet service,Two year,No
Fiber optic,No,No,Month-to-month,No
No,No internet service,No internet service,One year,No
DSL,Yes,No,Month-to-month,No
Fiber optic,No,No,One year,No
No,No internet service,No internet service,Two year,No
DSL,No,No,Month-to-month,No
Fiber optic,Yes,No,Month-to-month,No
Fiber optic,No,No,One year,No
DSL,No,Yes,One year,No
Fiber optic,No,Yes,Month-to-month,No
No,No internet service,No internet service,One year,No
No,No internet service,No internet service,Two year,No
DSL,No,No,Month-to-month,No
Fiber optic,No,No,Month-to-month,No
No,No internet service,No internet service,Month-to-month,No
No,No internet service,No internet service,Month-to-month,No
DSL,No,Yes,Month-to-month,No
No,No internet service,No internet service,One year,No
DSL,Yes,No,Month-to-month,No
Fiber optic,No,No,Month-to-month,No
DSL,Yes,Yes,Two year,No
Fiber optic,No,No,Month-to-month,No
DSL,No,Yes,One year,No
Fiber optic,Yes,No,Month-to-month,No
Fiber optic,Yes,Yes,One year,No
DSL,No,No,Month-to-month,No
DSL,No,No,Month-to-month,No
No,No internet service,No internet service,One year,No
DSL,No,No,Month-to-month,No
Fiber optic,No,Yes,Month-to-month,No
DSL,No,No,Month-to-month,No
DSL,Yes,Yes,Month-to-month,No
No,No internet service,No internet service,Month-to-month,No
DSL,Yes,No,Month-to-month,No
No,No internet service,No internet service,Month-to-month,No
DSL,No,No,Month-to-month,No
Fiber optic,No,No,One year,No
DSL,Yes,Yes,One year,No
Fiber optic,No,No,One year,No
Fiber optic,No,Yes,Two year,No
Fiber optic,No,No,Month-to-month,No
DSL,No,No,One year,No
DSL,Yes,Yes,Two year,No
Fiber optic,Yes,No,One year,No
DSL,No,No,Month-to-month,No
DSL,Yes,Yes,Two year,No
DSL,No,Yes,Month-to-month,No
DSL,Yes,Yes,Two year,No
Fiber optic,No,No,Month-to-month,No
Fiber optic,No,No,Month-to-month,No
No,No internet service,No internet service,Two year,No
DSL,No,Yes,Month-to-month,No
No,No internet service,No internet service,One year,No
DSL,Yes,Yes,Month-to-month,No
No,No internet service,No internet service,Two year,No
Fiber optic,No,No,Month-to-month,No
Fiber optic,No,No,Month-to-month,No
Fiber optic,Yes,Yes,Two year,No
No,No internet service,No internet service,Two year,No
No,No internet service,No internet service,Month-to-month,No
Fiber optic,No,No,One year,No
DSL,No,Yes,Two year,No
Fiber optic,No,No,Month-to-month,No
No,No internet service,No internet service,One year,No
No,No internet service,No internet service,Two year,No
No,No internet service,No internet service,Month-to-month,No
Fiber optic,No,Yes,One year,No
Fiber optic,No,No,Month-to-month,No
Fiber optic,No,No,One year,No
No,No internet service,No internet service,Two year,No
No,No internet service,No internet service,Two year,No
No,No internet service,No internet service,Two year,No
DSL,Yes,Yes,Two year,No
Fiber optic,No,No,Month-to-month,No
No,No internet service,No internet service,Month-to-month,No
DSL,No,No,Two year,No
No,No internet service,No internet service,Two year,No
DSL,No,Yes,Month-to-month,No
Fiber optic,Yes,No,One year,No
DSL,No,Yes,One year,No
Fiber optic,No,No,One year,No
Fiber optic,No,No,Month-to-month,No
DSL,No,Yes,Month-to-month,No
Fiber optic,Yes,No,Two year,No
Fiber optic,No,No,Two year,No
DSL,Yes,No,One year,No
Fiber optic,Yes,No,Month-to-month,No
No,No internet service,No internet service,Month-to-month,No
No,No internet service,No internet service,Month-to-month,No
DSL,Yes,Yes,One year,No
DSL,No,Yes,Month-to-month,No
DSL,Yes,Yes,Month-to-month,No
DSL,Yes,Yes,Two year,No
Fiber optic,No,No,Month-to-month,No
DSL,Yes,Yes,One year,No
Fiber optic,No,No,Month-to-month,No
DSL,No,No,One year,No
DSL,No,No,Month-to-month,No
DSL,Yes,No,One year,No
Fiber optic,No,No,Month-to-month,No
Fiber optic,Yes,No,Month-to-month,No
Fiber optic,No,No,Month-to-month,No
DSL,No,Yes,One year,No
No,No internet service,No internet service,Two year,No
No,No internet service,No internet service,One year,No
DSL,Yes,No,One year,No
DSL,Yes,Yes,Two year,No
Fiber optic,No,Yes,Month-to-month,No
No,No internet service,No internet service,Two year,No
No,No internet service,No internet service,Two year,No
DSL,No,No,Month-to-month,No
No,No internet service,No internet service,One year,No
DSL,Yes,Yes,One year,No
DSL,Yes,Yes,One year,No
DSL,Yes,No,Two year,No
Fiber optic,No,No,Month-to-month,No
DSL,No,No,Month-to-month,No
Fiber optic,Yes,No,Month-to-month,No
No,No internet service,No internet service,One year,No
DSL,Yes,No,Month-to-month,No
DSL,Yes,Yes,One year,No
No,No internet service,No internet service,Month-to-month,No
No,No internet service,No internet service,One year,No
DSL,Yes,Yes,One year,No
No,No internet service,No internet service,Two year,No
Fiber optic,No,No,Month-to-month,No
DSL,Yes,Yes,Two year,No
DSL,Yes,Yes,Two year,No
Fiber optic,No,Yes,Two year,No
Fiber optic,No,No,Month-to-month,No
No,No internet service,No internet service,One year,No
DSL,No,No,Month-to-month,No
No,No internet service,No internet service,One year,No
Fiber optic,No,No,Month-to-month,No
Fiber optic,Yes,Yes,Two year,No
Fiber optic,Yes,Yes,Month-to-month,No
Fiber optic,No,No,One year,No
DSL,No,Yes,Month-to-month,No
DSL,No,Yes,Two year,No
DSL,Yes,Yes,One year,No
Fiber optic,Yes,Yes,Month-to-month,No
DSL,Yes,Yes,Two year,No
DSL,No,Yes,Month-to-month,No
No,No internet service,No internet service,Month-to-month,No
DSL,No,Yes,Two year,No
DSL,Yes,No,Month-to-month,No
Fiber optic,No,No,Month-to-month,No
DSL,Yes,No,Two year,No
DSL,No,No,Month-to-month,No
No,No internet service,No internet service,One year,No
No,No internet service,No internet service,Month-to-month,No
Fiber optic,Yes,Yes,Two year,No
Fiber optic,No,No,Month-to-month,No
No,No internet service,No internet service,Month-to-month,No
No,No internet service,No internet service,Two year,No
DSL,No,No,One year,No
DSL,No,No,One year,No
No,No internet service,No internet service,Two year,No
DSL,No,No,Month-to-month,No
DSL,No,Yes,Two year,No
No,No internet service,No internet service,One year,No
Fiber optic,No,No,Month-to-month,No
Fiber optic,No,No,Month-to-month,No
Fiber optic,No,No,Month-to-month,No
Fiber optic,No,Yes,Month-to-month,No
No,No internet service,No internet service,Month-to-month,No
Fiber optic,No,No,Month-to-month,No
No,No internet service,No internet service,Month-to-month,No
DSL,No,No,Month-to-month,No
Fiber optic,No,No,Month-to-month,No
DSL,Yes,No,One year,No
Fiber optic,No,Yes,Month-to-month,No
Fiber optic,Yes,Yes,Two year,No
No,No internet service,No internet service,Month-to-month,No
Fiber optic,No,No,Month-to-month,No
Fiber optic,No,No,Month-to-month,No
No,No internet service,No internet service,Month-to-month,No
No,No internet service,No internet service,One year,No
DSL,No,No,Month-to-month,No
DSL,Yes,Yes,Month-to-month,No
No,No internet service,No internet service,One year,No
Fiber optic,No,No,Two year,No
DSL,Yes,Yes,Two year,No
DSL,Yes,No,Two year,No
No,No internet service,No internet service,Two year,No
Fiber optic,Yes,Yes,Two year,No
DSL,Yes,No,One year,No
Fiber optic,Yes,Yes,Month-to-month,No
Fiber optic,No,No,Month-to-month,No
DSL,Yes,Yes,Two year,No
DSL,No,No,Month-to-month,No
No,No internet service,No internet service,Two year,No
No,No internet service,No internet service,Two year,No
No,No internet service,No internet service,One year,No
No,No internet service,No internet service,Two year,No
DSL,No,Yes,One year,No
DSL,No,No,Month-to-month,No
No,No internet service,No internet service,One year,No
DSL,No,Yes,One year,No
Fiber optic,No,No,Month-to-month,No
No,No internet service,No internet service,Month-to-month,No
No,No internet service,No internet service,Two year,No
Fiber optic,No,No,Month-to-month,No
DSL,No,No,Month-to-month,No
No,No internet service,No internet service,Month-to-month,No
DSL,No,No,Month-to-month,No
DSL,Yes,Yes,Two year,No
No,No internet service,No internet service,Two year,No
No,No internet service,No internet service,Month-to-month,No
Fiber optic,No,No,Month-to-month,No
Fiber optic,Yes,Yes,Month-to-month,No
DSL,No,Yes,Month-to-month,No
Fiber optic,No,Yes,Month-to-month,No
No,No internet service,No internet service,Month-to-month,No
DSL,Yes,Yes,One year,No
Fiber optic,No,No,One year,No
DSL,No,No,Month-to-month,No
Fiber optic,No,Yes,Two year,No
No,No internet service,No internet service,Two year,No
Fiber optic,No,No,Month-to-month,No
No,No internet service,No internet service,Month-to-month,No
No,No internet service,No internet service,Two year,No
DSL,No,No,Two year,No
Fiber optic,No,No,One year,No
DSL,Yes,No,One year,No
Fiber optic,No,Yes,Month-to-month,No
DSL,Yes,Yes,Two year,No
DSL,No,No,Month-to-month,No
Fiber optic,No,No,Month-to-month,No
Fiber optic,Yes,Yes,Two year,No
DSL,No,Yes,One year,No
DSL,Yes,Yes,Two year,No
DSL,No,No,Month-to-month,No
Fiber optic,Yes,No,Month-to-month,No
Fiber optic,No,Yes,Month-to-month,No
Fiber optic,No,No,Month-to-month,No
Fiber optic,Yes,No,One year,No
No,No internet service,No internet service,One year,No
DSL,Yes,No,One year,No
No,No internet service,No internet service,Month-to-month,No
DSL,No,No,Month-to-month,No
Fiber optic,Yes,Yes,Two year,No
No,No internet service,No internet service,Two year,No
No,No internet service,No internet service,One year,No
Fiber optic,Yes,Yes,Two year,No
No,No internet service,No internet service,One year,No
Fiber optic,Yes,No,Month-to-month,No
No,No internet service,No internet service,One year,No
Fiber optic,No,Yes,Two year,No
DSL,Yes,No,Month-to-month,No
Fiber optic,No,Yes,Month-to-month,No
No,No internet service,No internet service,Month-to-month,No
Fiber optic,No,Yes,Month-to-month,No
Fiber optic,Yes,Yes,Two year,No
No,No internet service,No internet service,Two year,No
Fiber optic,Yes,Yes,Two year,No
No,No internet service,No internet service,Two year,No
No,No internet service,No internet service,One year,No
Fiber optic,Yes,No,One year,No
Fiber optic,No,No,Month-to-month,No
Fiber optic,No,Yes,Two year,No
DSL,Yes,No,Month-to-month,No
Fiber optic,No,No,Month-to-month,No
DSL,No,Yes,One year,No
DSL,No,No,Month-to-month,No
Fiber optic,No,No,Month-to-month,No
DSL,No,No,One year,No
Fiber optic,Yes,Yes,One year,No
DSL,Yes,Yes,Month-to-month,No
No,No internet service,No internet service,Month-to-month,No
DSL,Yes,Yes,One year,No
No,No internet service,No internet service,Two year,No
DSL,Yes,Yes,Month-to-month,No
No,No internet service,No internet service,Month-to-month,No
DSL,Yes,No,Month-to-month,No
DSL,No,No,Month-to-month,No
No,No internet service,No internet service,Month-to-month,No
DSL,No,No,Month-to-month,No
No,No internet service,No internet service,One year,No
DSL,Yes,No,Month-to-month,No
Fiber optic,No,No,One year,No
DSL,Yes,No,Month-to-month,No
DSL,Yes,Yes,Two year,No
Fiber optic,No,Yes,Two year,No
Fiber optic,No,No,Month-to-month,No
DSL,No,No,Month-to-month,No
Fiber optic,No,No,Two year,No
DSL,No,No,One year,No
DSL,No,No,Month-to-month,No
DSL,No,No,Month-to-month,No
No,No internet service,No internet service,Two year,No
Fiber optic,Yes,Yes,Two year,No
Fiber optic,No,No,One year,No
Fiber optic,Yes,Yes,Two year,No
No,No internet service,No internet service,One year,No
No,No internet service,No internet service,Two year,No
Fiber optic,No,No,Month-to-month,No
DSL,Yes,Yes,One year,No
DSL,Yes,No,Month-to-month,No
DSL,Yes,Yes,One year,No
DSL,Yes,No,One year,No
Fiber optic,Yes,Yes,Two year,No
Fiber optic,No,No,Month-to-month,No
No,No internet service,No internet service,Two year,No
Fiber optic,No,No,Month-to-month,No
No,No internet service,No internet service,Two year,No
No,No internet service,No internet service,Two year,No
DSL,Yes,No,Month-to-month,No
Fiber optic,Yes,Yes,Two year,No
DSL,Yes,Yes,One year,No
DSL,Yes,No,Month-to-month,No
Fiber optic,No,No,Month-to-month,No
DSL,Yes,No,Two year,No
DSL,Yes,Yes,Two year,No
No,No internet service,No internet service,Two year,No
DSL,No,No,Two year,No
DSL,Yes,No,Month-to-month,No
Fiber optic,No,No,Month-to-month,No
Fiber optic,No,Yes,Two year,No
DSL,Yes,Yes,Two year,No
No,No internet service,No internet service,Two year,No
DSL,Yes,Yes,Two year,No
No,No internet service,No internet service,Two year,No
